Study_ID,Sample_ID,Blank_collection_method,Blank_Type,Sample_Type,Taxa,Family,Order,Stage,Metamorphosis,Site,Exposure,Stream_Type,Month,Water_Temp,Dissolved_oxygen,Total_Phosphorus,Total_Dissolved_Solids,Total_Suspended_Solids,Ammonia,Total_Organic_Carbon,pH
KK2057,SUNAL_MB_Tetragnatha_2,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2058,SUNAL_MB_Tetragnatha_3,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2059,SUNAL_MB_Tetragnatha_4,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2060,SUNAL_MB_Tetragnatha_5,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2061,SUNAL_MB_Tetragnatha_6,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2062,SUNAL_MB_Tetragnatha_7,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2063,SUNAL_MB_Tetragnatha_8,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2064,POLFLT_MB_Tetragnatha_1,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2065,POLFLT_MB_Tetragnatha_2,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2066,POLFLT_MB_Tetragnatha_3,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2067,POLFLT_MB_Tetragnatha_4,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2068,POLFLT_MB_Tetragnatha_5,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2069,POLFLT_MB_Tetragnatha_6,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2070,POLFLT_MB_Tetragnatha_7,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2071,POLFLT_MB_Tetragnatha_8,No_blank,,Sample,Spider,Tetragnathidae,Araneae,Spiders,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2072,COCH_MB_SHEET_BL_1,Sheet,Field,Blank,Sheet Blank,,,,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2073,COCH_MB_SHEET_BL_2,Sheet,Field,Blank,Sheet Blank,,,,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2074,POLFLT_MB_SHEET_BL_1,Sheet,Field,Blank,Sheet Blank,,,,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2075,POLFLT_MB_SHEET_BL_2,Sheet,Field,Blank,Sheet Blank,,,,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2076,COCH_1_Ad_Chiro_MB_1,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2077,COCH_1_Ad_Chiro_MB_2,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2078,COCH_1_Ad_Chiro_MB_3,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2079,COCH_1_Ad_Chiro_MB_4,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2080,COCH_1_Ad_Chiro_MB_5,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2081,COCH_1_Ad_Chiro_MB_6,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2082,COCH_1_Ad_Chiro_MB_7,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2083,COCH_1_Ad_Chiro_MB_8,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2084,COCH_1_Ad_Mayfly_MB_1,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2085,COCH_1_Ad_Mayfly_MB_2,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2086,COCH_1_Ad_Mayfly_MB_3,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2087,COCH_1_Ad_Mayfly_MB_4,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2088,COCH_1_Ad_Mayfly_MB_5,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2089,COCH_1_Ad_Mayfly_MB_6,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2090,COCH_1_Ad_Mayfly_MB_7,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2091,COCH_1_Ad_Mayfly_MB_8,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2092,COCH_1_Ad_Caddis_MB_1,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2093,COCH_1_Ad_Caddis_MB_2,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2094,COCH_1_Ad_Caddis_MB_3,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2095,COCH_1_Ad_Caddis_MB_4,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2096,COCH_1_Ad_Caddis_MB_5,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2097,COCH_1_Ad_Caddis_MB_6,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2098,COCH_1_Ad_Caddis_MB_7,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2099,COCH_1_Ad_Caddis_MB_8,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cochrane,Unexposed,Bow River,July,12.5,10.27,0.008,142,6.2,0.025,1,8.3
KK2100,GRVBR_1_Ad_Mayfly_MB_1,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2101,GRVBR_1_Ad_Mayfly_MB_2,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2102,GRVBR_1_Ad_Mayfly_MB_3,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2103,GRVBR_1_Ad_Mayfly_MB_4,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2104,GRVBR_1_Ad_Mayfly_MB_5,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2105,GRVBR_1_Ad_Mayfly_MB_6,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2106,GRVBR_1_Ad_Mayfly_MB_7,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2107,GRVBR_1_Ad_Mayfly_MB_8,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2108,GRVBR_1_Ad_Caddis_MB_1,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2109,GRVBR_1_Ad_Caddis_MB_2,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2110,GRVBR_1_Ad_Caddis_MB_3,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2111,GRVBR_1_Ad_Caddis_MB_4,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2112,GRVBR_1_Ad_Caddis_MB_5,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2113,GRVBR_1_Ad_Caddis_MB_6,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2114,GRVBR_1_Ad_Caddis_MB_7,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2115,GRVBR_1_Ad_Caddis_MB_8,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Graves Bridge,Exposed,Bow River,July,,,,,,,,
KK2116,SUNAL_1_Ad_Mayfly_MB_1,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2117,SUNAL_1_Ad_Mayfly_MB_2,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2118,SUNAL_1_Ad_Mayfly_MB_3,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2119,SUNAL_1_Ad_Mayfly_MB_4,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2120,SUNAL_1_Ad_Mayfly_MB_5,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2121,SUNAL_1_Ad_Mayfly_MB_6,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2122,SUNAL_1_Ad_Mayfly_MB_7,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2123,SUNAL_1_Ad_Mayfly_MB_8,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2124,SUNAL_1_Ad_Caddis_MB_1,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2125,SUNAL_1_Ad_Caddis_MB_2,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2126,SUNAL_1_Ad_Caddis_MB_3,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2127,SUNAL_1_Ad_Caddis_MB_4,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2128,SUNAL_1_Ad_Caddis_MB_5,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2129,SUNAL_1_Ad_Caddis_MB_6,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2130,SUNAL_1_Ad_Caddis_MB_7,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2131,SUNAL_1_Ad_Caddis_MB_8,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Sunalta,Unexposed,Bow River,July,14.7,9.76,0.008,145,5.1,0.025,1,8.4
KK2132,CUSHBR_1_Ad_Chiro_MB_1,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2133,CUSHBR_1_Ad_Chiro_MB_2,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2134,CUSHBR_1_Ad_Chiro_MB_3,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2135,CUSHBR_1_Ad_Chiro_MB_4,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2136,CUSHBR_1_Ad_Chiro_MB_5,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2137,CUSHBR_1_Ad_Chiro_MB_6,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2138,CUSHBR_1_Ad_Chiro_MB_7,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2139,CUSHBR_1_Ad_Chiro_MB_8,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2140,CUSHBR_1_Ad_Mayfly_MB_1,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2141,CUSHBR_1_Ad_Mayfly_MB_2,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2142,CUSHBR_1_Ad_Mayfly_MB_3,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2143,CUSHBR_1_Ad_Mayfly_MB_4,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2144,CUSHBR_1_Ad_Mayfly_MB_5,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2145,CUSHBR_1_Ad_Mayfly_MB_6,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2146,CUSHBR_1_Ad_Mayfly_MB_7,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2147,CUSHBR_1_Ad_Mayfly_MB_8,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2148,CUSHBR_1_Ad_Caddis_MB_1,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2149,CUSHBR_1_Ad_Caddis_MB_2,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2150,CUSHBR_1_Ad_Caddis_MB_3,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2151,CUSHBR_1_Ad_Caddis_MB_4,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2152,CUSHBR_1_Ad_Caddis_MB_5,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2153,CUSHBR_1_Ad_Caddis_MB_6,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2154,CUSHBR_1_Ad_Caddis_MB_7,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2155,CUSHBR_1_Ad_Caddis_MB_8,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Cushing Bridge,Unexposed,Bow River,July,14.3,9.68,0.009,158,6.1,0.025,1.3,8.3
KK2156,POLFLT_1_Ad_Chiro_MB_1,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2157,POLFLT_1_Ad_Chiro_MB_2,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2158,POLFLT_1_Ad_Chiro_MB_3,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2159,POLFLT_1_Ad_Chiro_MB_4,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2160,POLFLT_1_Ad_Chiro_MB_5,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2161,POLFLT_1_Ad_Chiro_MB_6,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2162,POLFLT_1_Ad_Chiro_MB_7,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2163,POLFLT_1_Ad_Chiro_MB_8,Sheet,,Sample,Insect,Diptera,Diptera,Adults,Holometabolous,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2164,POLFLT_1_Ad_Mayfly_MB_1,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2165,POLFLT_1_Ad_Mayfly_MB_2,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2166,POLFLT_1_Ad_Mayfly_MB_3,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2167,POLFLT_1_Ad_Mayfly_MB_4,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2168,POLFLT_1_Ad_Mayfly_MB_5,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2169,POLFLT_1_Ad_Mayfly_MB_6,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2170,POLFLT_1_Ad_Mayfly_MB_7,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2171,POLFLT_1_Ad_Mayfly_MB_8,Sheet,,Sample,Insect,Ephemeroptera,Ephemeroptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2172,POLFLT_1_Ad_Caddis_MB_1,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2173,POLFLT_1_Ad_Caddis_MB_2,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2174,POLFLT_1_Ad_Caddis_MB_3,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2175,POLFLT_1_Ad_Caddis_MB_4,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2176,POLFLT_1_Ad_Caddis_MB_5,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2177,POLFLT_1_Ad_Caddis_MB_6,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2178,POLFLT_1_Ad_Caddis_MB_7,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2179,POLFLT_1_Ad_Caddis_MB_8,Sheet,,Sample,Insect,Tricoptera,Tricoptera,Adults,,Policeman Flats,Exposed,Bow River,July,13.7,9.46,0.019,165,8.9,0.025,0.9,8.2
KK2180,MB_NEG_BLANK_1,Buffer,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK2181,MB_NEG_BLANK_2,Buffer,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
LR457nesteneg,Nested_negative_457_1,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK458neg1,Nested_negative_458_1,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK458neg2,Nested_negative_458_2,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK459neg1,Nested_negative_459_1,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK460neg1,Nested_negative_460_1,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
KK460neg2,Nested_negative_460_2,Nested_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
LR461extrcneg1,Extraction_negative_461_1,Extraction_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
LR461extrcneg2,Extraction_negative_461_2,Extraction_neg,Laboratory,Blank,Negative Blank,,,,,,,,,,,,,,,,
